Year,Rank,Id,Name,Position,Team,Receptions,Targets,Yards,YPC,Touchdowns,YPG,Fumbles
2008,16,4512,Anquan Boldin,WR,ARI,89,127,1038,11.7,11,86.5,3
2008,17,1263,Derrick Mason,WR,BAL,80,121,1037,13.0,5,64.8,2
2008,18,10467,Dwayne Bowe,WR,KC,86,158,1022,11.9,7,63.9,0
2008,19,5538,Lee Evans,WR,BUF,63,101,1017,16.1,3,63.6,2
2008,20,1966,Donald Driver,WR,GB,74,115,1012,13.7,5,63.3,0
2008,21,1433,Randy Moss,WR,NE,69,125,1008,14.6,11,63.0,3
2008,22,10585,Steve Breaston,WR,ARI,77,113,1006,13.1,3,62.9,0
2008,23,11276,Eddie Royal,WR,DEN,91,129,980,10.8,5,65.3,1
2008,24,5603,Bernard Berrian,WR,MIN,48,96,964,20.1,7,60.3,0
2008,25,4527,Jason Witten,TE,DAL,81,121,952,11.8,4,59.5,0
2008,26,9400,Lance Moore,WR,NO,79,121,928,11.7,10,58.0,0
2008,27,936,Muhsin Muhammad,WR,CAR,65,108,923,14.2,5,57.7,2
2008,28,11283,DeSean Jackson,WR,PHI,62,121,912,14.7,2,57.0,1
2008,29,2753,T.J. Houshmandzadeh,WR,CIN,92,135,904,9.8,4,60.3,0
2008,30,4713,Kevin Walter,WR,HOU,60,95,899,15.0,8,56.2,0
2008,31,8418,Braylon Edwards,WR,CLE,55,139,873,15.9,3,54.6,0
2008,32,9684,Owen Daniels,TE,HOU,70,101,862,12.3,2,53.9,2
2008,33,5633,Jerricho Cotchery,WR,NYJ,71,111,858,12.1,5,53.6,2
2008,34,2209,Laveranues Coles,WR,NYJ,70,117,850,12.1,7,53.1,1
2008,35,5606,Chris Cooley,TE,WSH,83,111,849,10.2,1,53.1,3
2008,36,4482,Dallas Clark,TE,IND,77,107,848,11.0,6,56.5,2
2008,37,658,Isaac Bruce,WR,SF,61,108,835,13.7,7,52.2,0
2008,38,9611,Santonio Holmes,WR,PIT,55,114,821,14.9,5,54.7,2
2008,39,1757,Torry Holt,WR,STL,64,119,796,12.4,3,49.8,0
2008,40,5575,Devery Henderson,WR,NO,32,56,793,24.8,3,49.6,1
2008,41,10453,Ted Ginn,WR,MIA,56,93,790,14.1,2,49.4,3
2008,42,10482,Zach Miller,TE,OAK,56,87,778,13.9,1,48.6,0
2008,43,5554,Michael Jenkins,WR,ATL,50,81,777,15.5,3,48.6,0
2008,44,8436,Matt Jones,WR,JAX,65,108,761,11.7,2,63.4,1
2008,45,9838,Marques Colston,WR,NO,47,89,760,16.2,5,69.1,1
2008,46,5362,Antonio Gates,TE,SD,60,92,704,11.7,8,44.0,1
2008,47,8437,Mark Clayton,WR,BAL,41,82,695,17.0,3,43.4,0
2008,48,11267,Donnie Avery,WR,STL,53,102,674,12.7,3,44.9,0
2008,49,9643,Devin Hester,WR,CHI,51,91,665,13.0,3,44.3,1
2008,50,10476,Anthony Gonzalez,WR,IND,57,79,664,11.6,4,41.5,0
2008,51,4601,Justin Gage,WR,TEN,34,73,651,19.1,6,54.3,0
2008,52,4597,Bobby Wade,WR,MIN,53,88,645,12.2,2,40.3,2
2008,52,9647,Tony Scheffler,TE,DEN,40,60,645,16.1,3,49.6,1
2008,54,939,Marvin Harrison,WR,IND,60,107,636,10.6,5,42.4,1
2008,55,9307,Nate Washington,WR,PIT,40,78,631,15.8,3,39.4,0
2008,56,11272,John Carlson,TE,SEA,55,80,627,11.4,5,39.2,0
2008,57,9495,Greg Camarillo,WR,MIA,55,83,613,11.1,2,55.7,0
2008,58,3564,Josh Reed,WR,BUF,56,79,597,10.7,1,45.9,0
2008,59,4549,Visanthe Shiancoe,TE,MIN,42,59,596,14.2,7,37.3,0
2008,59,9716,Domenik Hixon,WR,NYG,43,74,596,13.9,2,37.3,0
2008,61,3590,Antwaan Randle El,WR,WSH,53,87,593,11.2,4,37.1,0
2008,62,941,Amani Toomer,WR,NYG,48,91,580,12.1,4,36.3,1
2008,63,1971,Billy Miller,TE,NO,45,63,579,12.9,1,38.6,0
2008,64,10475,Greg Olsen,TE,CHI,54,82,574,10.6,5,35.9,2
2008,64,10495,Steve Smith,WR,NYG,57,83,574,10.1,1,35.9,1
2008,66,9646,Maurice Jones-Drew,RB,JAX,62,76,565,9.1,2,35.3,2
2008,67,8593,Bo Scaife,TE,TEN,58,83,561,9.7,2,35.1,1
2008,68,11678,Davone Bess,WR,MIA,54,75,554,10.3,1,34.6,0
2008,69,5741,Patrick Crayton,WR,DAL,39,70,550,14.1,4,34.4,1
2008,70,4475,Bryant Johnson,WR,SF,45,75,546,12.1,3,34.1,0
2008,71,2163,Dennis Northcutt,WR,JAX,44,68,545,12.4,2,38.9,1
2008,72,2584,Chad Johnson,WR,CIN,53,96,540,10.2,4,41.5,0
2008,73,11264,Dustin Keller,TE,NYJ,48,78,535,11.1,3,33.4,0
2008,74,1858,Brandon Stokley,WR,DEN,49,85,528,10.8,3,35.2,0
2008,75,8444,Heath Miller,TE,PIT,48,66,514,10.7,3,36.7,1
2008,76,937,Bobby Engram,WR,SEA,47,80,489,10.4,0,37.6,1
2008,76,9614,Marcedes Lewis,TE,JAX,41,72,489,11.9,2,30.6,0
2008,78,1798,Kevin Faulk,RB,NE,58,75,486,8.4,3,32.4,0
2008,79,5540,Michael Clayton,WR,TB,38,60,484,12.7,1,32.3,1
2008,80,3542,Jeremy Shockey,TE,NO,50,72,483,9.7,0,40.3,2
2008,81,11278,Matt Forte,RB,CHI,63,77,477,7.6,4,29.8,0
2008,82,3561,Jabar Gaffney,WR,NE,38,65,468,12.3,2,29.3,0
2008,83,6016,Malcom Floyd,WR,SD,27,37,465,17.2,4,35.8,0
2008,84,2600,Chris Chambers,WR,SD,33,65,462,14.0,5,33.0,0
2008,85,2139,Plaxico Burress,WR,NYG,35,66,454,13.0,4,45.4,0
2008,85,9639,Anthony Fasano,TE,MIA,34,53,454,13.4,7,28.4,0
2008,87,2747,David Martin,TE,MIA,31,45,450,14.5,3,28.1,1
2008,88,8510,Brandon Jones,WR,TEN,41,63,449,11.0,1,28.1,0
2008,89,5286,Jerheme Urban,WR,ARI,34,51,448,13.2,4,28.0,0
2008,90,9268,Rashied Davis,WR,CHI,35,67,445,12.7,2,27.8,0
2008,91,9588,Reggie Bush,RB,NO,52,72,440,8.5,4,44.0,1
2008,91,9859,Hank Baskett,WR,PHI,33,52,440,13.3,3,29.3,1
2008,93,5531,Kellen Winslow,TE,CLE,43,81,428,10.0,3,42.8,1
2008,94,2553,LaDainian Tomlinson,RB,SD,52,78,426,8.2,1,26.6,1
2008,95,1181,Ike Hilliard,WR,TB,47,58,424,9.0,4,26.5,1
2008,96,8523,Marion Barber,RB,DAL,52,61,417,8.0,2,27.8,4
2008,97,2673,Justin McCareins,WR,TEN,30,72,412,13.7,0,29.4,1
2008,97,3593,Deion Branch,WR,SEA,30,59,412,13.7,4,51.5,0
2008,99,2579,Todd Heap,TE,BAL,35,64,403,11.5,3,25.2,1
2008,100,3619,Brian Westbrook,RB,PHI,54,75,402,7.4,5,28.7,1
2008,101,2557,Koren Robinson,WR,SEA,31,58,400,12.9,2,33.3,0
2008,102,3784,Chester Taylor,RB,MIN,45,54,399,8.9,2,24.9,2
2008,103,3556,Jerramy Stevens,TE,TB,36,59,397,11.0,2,28.4,0
2008,104,4532,Kevin Curtis,WR,PHI,33,63,390,11.8,2,43.3,0
2008,105,3549,Daniel Graham,TE,DEN,32,50,389,12.2,4,24.3,0
2008,106,5760,Derrick Ward,RB,NYG,41,55,384,9.4,0,24.0,0
2008,106,10596,Kevin Boss,TE,NYG,33,55,384,11.6,6,25.6,0
2008,108,8453,Mark Bradley,WR,CHI/KC,30,61,380,12.7,3,38.0,0
2008,109,5549,Steven Jackson,RB,STL,40,62,379,9.5,1,31.6,0
2008,110,9695,Jason Avant,WR,PHI,32,57,377,11.8,2,25.1,0
2008,110,11323,Steve Slaton,RB,HOU,50,59,377,7.5,1,23.6,1
2008,112,8479,Frank Gore,RB,SF,43,66,373,8.7,2,26.6,0
2008,113,1932,Desmond Clark,TE,CHI,41,73,367,9.0,1,22.9,1
2008,114,10543,Johnnie Lee Higgins,WR,OAK,22,42,366,16.6,4,22.9,0
2008,114,11270,Jordy Nelson,WR,GB,33,55,366,11.1,2,22.9,0
2008,116,4582,Brandon Lloyd,WR,CHI,26,50,364,14.0,2,33.1,0
2008,116,5534,Reggie Williams,WR,JAX,37,63,364,9.8,3,22.8,0
2008,118,10678,Chansi Stuckey,WR,NYJ,32,45,359,11.2,3,23.9,0
2008,119,9592,Vernon Davis,TE,SF,31,48,358,11.5,2,22.4,2
2008,120,9703,Leon Washington,RB,NYJ,47,61,355,7.6,2,22.2,1
2008,121,3688,Robert Royal,TE,BUF,33,58,351,10.6,1,23.4,2
2008,122,8544,Darren Sproles,RB,SD,29,34,342,11.8,5,21.4,1
2008,123,9665,Jerious Norwood,RB,ATL,36,53,338,9.4,2,21.1,0
2008,124,4564,Shaun McDonald,WR,DET,35,67,332,9.5,1,27.7,2
2008,125,1175,Warrick Dunn,RB,TB,47,68,330,7.0,0,22.0,0
2008,126,2670,Correll Buckhalter,RB,PHI,26,32,324,12.5,2,23.1,0
2008,127,5644,Mewelde Moore,RB,PIT,40,53,320,8.0,1,20.0,1
2008,127,11318,Harry Douglas,WR,ATL,23,39,320,13.9,1,20.0,0
2008,129,11408,Josh Morgan,WR,SF,20,43,319,16.0,3,26.6,0
2008,130,4655,Arnaz Battle,WR,SF,24,43,318,13.3,0,35.3,0
2008,130,10605,Brent Celek,TE,PHI,27,38,318,11.8,1,19.9,0
2008,132,10195,Fred Jackson,RB,BUF,37,45,317,8.6,0,19.8,1
2008,132,10520,Jason Hill,WR,SF,30,40,317,10.6,2,19.8,1
2008,134,4614,Donald Lee,TE,GB,39,49,303,7.8,5,18.9,0
2008,135,2893,Dominic Rhodes,RB,IND,45,59,302,6.7,3,20.1,0
2008,136,10456,Marshawn Lynch,RB,BUF,47,67,300,6.4,1,20.0,0
2008,137,4519,L.J. Smith,TE,PHI,37,64,298,8.1,3,22.9,0
2008,138,10471,Robert Meachem,WR,NO,12,20,289,24.1,3,20.6,0
2008,139,11298,Kevin Smith,RB,DET,39,54,286,7.3,0,17.9,0
2008,140,11238,Darren McFadden,RB,OAK,29,39,285,9.8,0,21.9,0
2008,141,10713,Pierre Thomas,RB,NO,31,41,284,9.2,3,18.9,0
2008,142,11295,Martellus Bennett,TE,DAL,20,28,283,14.2,4,17.7,0
2008,143,10147,Miles Austin,WR,DAL,13,23,278,21.4,3,23.2,0
2008,144,9902,Patrick Cobbs,RB,MIA,19,27,275,14.5,2,17.2,0
2008,145,10522,James Jones,WR,GB,20,30,274,13.7,1,27.4,0
2008,146,11289,Ray Rice,RB,BAL,33,43,273,8.3,0,21.0,0
2008,147,11307,Jamaal Charles,RB,KC,27,40,272,10.1,1,17.0,1
2008,148,2417,Dane Looker,WR,STL,23,49,271,11.8,2,20.8,2
2008,149,5757,Michael Gaines,TE,DET,23,37,260,11.3,1,16.3,3
2008,149,11258,Chris Johnson,RB,TEN,43,62,260,6.0,1,17.3,0
2008,151,2583,Alge Crumpler,TE,TEN,24,41,257,10.7,1,17.1,1
2008,152,8458,J.J. Arrington,RB,ARI,29,40,255,8.8,1,23.2,0
2008,153,8417,Ronnie Brown,RB,MIA,33,43,254,7.7,0,15.9,0
2008,154,8449,Reggie Brown,WR,PHI,18,34,252,14.0,1,25.2,0
2008,155,8485,Alex Smith,TE,TB,21,38,250,11.9,3,17.9,0
2008,156,1822,Steve Heiden,TE,CLE,23,43,249,10.8,0,17.8,0
2008,157,5412,Greg Lewis,WR,PHI,19,34,247,13.0,1,15.4,0
2008,157,5607,Devard Darling,WR,KC,17,33,247,14.5,1,15.4,0
2008,159,9457,John Standeford,WR,DET,15,34,244,16.3,0,27.1,1
2008,160,9837,David Anderson,WR,HOU,19,29,241,12.7,2,15.1,0
2008,161,11383,Tim Hightower,RB,ARI,34,50,237,7.0,0,14.8,1
2008,162,5532,Roy Williams,WR,DAL/DET,17,39,232,13.6,1,46.4,0
2008,162,8469,Roscoe Parrish,WR,BUF,24,45,232,9.7,1,17.8,0
2008,164,11460,Chaz Schilens,WR,OAK,15,33,226,15.1,2,14.1,0
2008,165,9297,Leonard Weaver,FB,SEA,20,32,222,11.1,2,15.9,0
2008,166,8497,Chris Henry,WR,CIN,19,46,220,11.6,2,18.3,0
2008,167,1756,Ricky Williams,RB,MIA,29,39,219,7.6,1,13.7,1
2008,168,3579,Clinton Portis,RB,WSH,28,36,218,7.8,0,13.6,0
2008,169,10523,Mike Sims-Walker,WR,JAX,16,31,217,13.6,0,24.1,0
2008,170,3575,Andre Davis,WR,HOU,13,28,213,16.4,0,17.8,0
2008,171,1831,Marty Booker,WR,CHI,14,49,211,15.1,2,16.2,0
2008,172,5557,Benjamin Watson,TE,NE,22,46,209,9.5,2,14.9,1
2008,172,10598,Dante Rosario,TE,CAR,18,31,209,11.6,1,13.1,0
2008,174,1794,Reggie Kelly,TE,CIN,31,42,207,6.7,0,12.9,0
2008,174,2138,Thomas Jones,RB,NYJ,36,42,207,5.8,2,12.9,0
2008,176,9616,Joseph Addai,RB,IND,25,39,206,8.2,2,17.2,0
2008,177,9686,Michael Robinson,FB,SF,17,20,202,11.9,0,12.6,0
2008,178,3584,Ladell Betts,RB,WSH,22,35,200,9.1,0,15.4,0
2008,179,5532,Roy Williams,WR,DAL/DET,19,43,198,10.4,1,19.8,0
2008,180,3547,Ashley Lelie,WR,OAK,11,45,197,17.9,2,15.2,0
2008,181,3548,Javon Walker,WR,OAK,15,32,196,13.1,1,24.5,0
2008,182,9741,Jeff King,TE,CAR,21,33,195,9.3,1,12.2,0
2008,183,3616,Chris Baker,TE,NYJ,21,30,194,9.2,0,12.1,0
2008,183,4812,Antonio Chatman,WR,CIN,21,31,194,9.2,0,19.4,1
2008,185,2211,Darrell Jackson,WR,DEN,12,21,190,15.8,1,15.8,0
2008,186,8419,Cedric Benson,RB,CIN,20,26,185,9.3,0,15.4,0
2008,186,10507,Brandon Jackson,RB,GB,30,39,185,6.2,0,14.2,0
2008,186,11359,Tashard Choice,RB,DAL,21,30,185,8.8,0,11.6,0
2008,189,10689,Kenneth Darby,RB,STL,19,21,183,9.6,0,18.3,0
2008,190,10677,Syndric Steptoe,WR,CLE,19,40,182,9.6,0,11.4,1
2008,191,2178,Jerry Porter,WR,JAX,11,30,181,16.5,1,18.1,0
2008,191,3734,Ronald Curry,WR,OAK,19,48,181,9.5,2,13.9,0
2008,191,4939,Mike Furrey,WR,DET,18,33,181,10.1,0,20.1,0
2008,191,5682,D.J. Hackett,WR,CAR,13,28,181,13.9,0,20.1,1
2008,195,9697,Demetrius Williams,WR,BAL,13,23,180,13.8,1,25.7,0
2008,196,11461,Peyton Hillis,RB,DEN,14,19,179,12.8,1,14.9,0
2008,197,2136,Jamal Lewis,RB,CLE,23,32,178,7.7,0,11.1,1
2008,198,4950,Earnest Graham,RB,TB,23,33,174,7.6,0,17.4,0
2008,199,4481,Willis McGahee,RB,BAL,24,32,173,7.2,0,13.3,1
2008,200,11375,Keenan Burton,WR,STL,13,29,172,13.2,1,13.2,0
2008,201,11658,Mike Tolbert,FB,SD,13,15,171,13.2,1,13.2,0
2008,202,3541,Donte' Stallworth,WR,CLE,17,45,170,10.0,1,15.5,0
2008,203,2048,Brian Finneran,WR,ATL,21,36,169,8.0,1,10.6,1
2008,204,10965,Gijon Robinson,TE,IND,19,24,166,8.7,0,11.1,0
2008,205,1393,David Patten,WR,NO,11,20,162,14.7,1,32.4,0
2008,205,9450,Tory Humphrey,TE,GB,11,17,162,14.7,0,10.1,0
2008,205,10544,Michael Bush,RB,OAK,19,30,162,8.5,0,10.8,0
2008,208,2287,Sammy Morris,RB,NE,17,24,161,9.5,0,12.4,0
2008,209,3631,Justin Peelle,TE,ATL,15,22,159,10.6,2,9.9,0
2008,210,8401,Jason Wright,RB,CLE,22,37,156,7.1,1,10.4,1
2008,211,9761,Delanie Walker,TE,SF,10,16,155,15.5,1,10.3,1
2008,212,9630,Sinorice Moss,WR,NYG,12,15,153,12.8,2,15.3,0
2008,212,10665,Derek Schouman,TE,BUF,15,20,153,10.2,1,9.6,1
2008,214,9451,Ruvell Martin,WR,GB,15,26,149,9.9,1,11.5,0
2008,215,3773,John Gilmore,TE,TB,15,21,147,9.8,1,9.2,0
2008,216,10488,Sidney Rice,WR,MIN,15,31,141,9.4,4,10.8,0
2008,217,3642,Randy McMichael,TE,STL,11,20,139,12.6,0,34.8,0
2008,218,751,Joey Galloway,WR,TB,13,28,138,10.6,0,15.3,0
2008,218,10188,Ahmard Hall,FB,TEN,13,18,138,10.6,2,8.6,0
2008,220,3582,Maurice Morris,RB,SEA,19,27,136,7.2,2,10.5,0
2008,220,10521,Matt Spaeth,TE,PIT,17,26,136,8.0,0,8.5,0
2008,222,3562,DeShaun Foster,RB,SF,16,20,133,8.3,1,8.3,0
2008,223,10551,Antonio Pittman,RB,STL,18,27,132,7.3,0,11.0,1
2008,224,2571,Deuce McAllister,RB,NO,18,23,128,7.1,1,9.8,0
2008,225,2678,Brandon Manumaleuna,TE,SD,15,19,127,8.5,2,7.9,0
2008,226,10452,Adrian Peterson,RB,MIN,21,39,125,6.0,0,7.8,0
2008,227,4553,Billy McMullen,WR,SEA,7,18,124,17.7,0,31.0,1
2008,228,5961,Ben Utecht,TE,CIN,16,28,123,7.7,0,12.3,1
2008,228,9632,Joe Klopfenstein,TE,STL,11,19,123,11.2,0,7.7,1
2008,228,10580,Le'Ron McClain,FB,BAL,19,30,123,6.5,1,7.7,1
2008,231,2032,Mark Campbell,TE,NO,12,16,121,10.1,2,13.4,0
2008,231,9613,DeAngelo Williams,RB,CAR,22,30,121,5.5,2,7.6,0
2008,233,11268,Devin Thomas,WR,WSH,15,28,120,8.0,0,7.5,0
2008,234,10489,Dwayne Jarrett,WR,CAR,10,19,119,11.9,0,13.2,0
2008,234,10692,Derek Stanley,WR,STL,6,12,119,19.8,1,11.9,1
2008,236,5580,Greg Jones,RB,JAX,13,15,116,8.9,1,9.7,0
2008,236,9475,Ryan Grant,RB,GB,18,22,116,6.4,1,7.3,0
2008,236,9731,Jerome Harrison,RB,CLE,12,18,116,9.7,1,7.7,0
2008,239,10363,Greg Estandia,TE,JAX,10,15,113,11.3,0,7.1,1
2008,240,1497,Michael Pittman,RB,DEN,10,13,112,11.2,0,14.0,0
2008,241,10589,Aundrae Allison,WR,MIN,10,22,109,10.9,0,7.3,0
2008,242,2284,Dante Hall,WR,STL,12,18,105,8.8,0,13.1,0
2008,243,10658,Ben Patrick,TE,ARI,11,18,104,9.5,0,10.4,0
2008,244,6301,Vonta Leach,FB,HOU,12,18,103,8.6,0,6.4,0
2008,245,11458,Stevie Johnson,WR,BUF,10,14,102,10.2,2,9.3,0
2008,246,4585,Sam Aiken,WR,NE,8,11,101,12.6,0,7.2,0
2008,247,1430,Fred Taylor,RB,JAX,16,22,98,6.1,0,7.5,1
2008,247,1686,Mike Sellers,FB,WSH,12,15,98,8.2,1,6.1,0
2008,247,10640,Courtney Taylor,WR,SEA,9,25,98,10.9,0,9.8,0
2008,250,11107,Dominique Zeigler,WR,SF,5,8,97,19.4,0,12.1,0
2008,251,11379,Derek Fine,TE,BUF,10,12,94,9.4,1,9.4,0
2008,252,9672,David Thomas,TE,NE,9,17,93,10.3,0,6.2,0
2008,253,1796,Jimmy Kleinsasser,TE,MIN,6,13,92,15.3,0,5.8,0
2008,254,11303,Jacob Hester,RB,SD,12,13,91,7.6,1,5.7,0
2008,255,11315,Early Doucet,WR,ARI,14,17,90,6.4,0,12.9,0
2008,256,10687,Jason Snelling,FB,ATL,8,11,89,11.1,0,5.6,0
2008,257,2649,Rudi Johnson,RB,DET,12,14,88,7.3,1,6.3,0
2008,258,11275,James Hardy,WR,BUF,9,24,87,9.7,2,6.2,0
2008,259,1755,Edgerrin James,RB,ARI,12,18,85,7.1,0,6.5,1
2008,259,4579,Justin Griffith,FB,OAK,9,12,85,9.4,1,12.1,0
2008,259,4929,Casey Fitzsimmons,TE,DET,12,28,85,7.1,1,6.1,0
2008,262,5006,Nate Jackson,WR,DEN,11,17,84,7.6,1,8.4,0
2008,263,11339,Will Franklin,WR,KC,7,17,83,11.9,0,6.4,0
2008,264,1318,James Thrash,WR,WSH,9,21,81,9.0,1,5.1,0
2008,264,2696,Tony Stewart,TE,OAK,11,15,81,7.4,0,5.1,0
2008,264,10287,Daniel Fells,TE,STL,7,11,81,11.6,0,6.8,0
2008,264,10517,Jacoby Jones,WR,HOU,3,5,81,27.0,0,5.1,0
2008,268,9766,Lawrence Vickers,FB,CLE,10,15,78,7.8,0,6.5,0
2008,268,11331,Andre Caldwell,WR,CIN,11,19,78,7.1,0,11.1,0
2008,270,8612,Joel Dreessen,TE,HOU,11,16,77,7.0,0,4.8,1
2008,270,9658,Leonard Pope,TE,ARI,9,13,77,8.6,0,5.9,0
2008,272,4485,Larry Johnson,RB,KC,12,17,74,6.2,0,6.2,0
2008,272,11325,Jermichael Finley,TE,GB,6,12,74,12.3,1,5.3,0
2008,274,5551,Chris Perry,RB,CIN,20,34,71,3.6,0,5.5,0
2008,275,11371,Lavelle Hawkins,WR,TEN,7,12,68,9.7,0,5.2,0
2008,276,4543,B.J. Askew,FB,TB,13,19,66,5.1,0,6.6,0
2008,276,5568,Julius Jones,RB,SEA,14,25,66,4.7,0,4.4,0
2008,278,9692,Garrett Mills,TE,MIN,5,11,65,13.0,0,8.1,0
2008,279,4421,Jason McKie,FB,CHI,11,15,64,5.8,1,5.8,1
2008,279,5586,Keary Colbert,WR,DET/SEA,5,9,64,12.8,0,16.0,0
2008,281,9689,Brad Smith,WR,NYJ,12,20,64,5.3,0,4.3,0
2008,281,10615,Legedu Naanee,WR,SD,8,11,64,8.0,0,4.0,0
2008,281,11287,Limas Sweed,WR,PIT,6,10,64,10.7,0,5.8,1
2008,281,11430,Tom Santi,TE,IND,10,13,64,6.4,1,10.7,0
2008,285,4712,Richard Angulo,TE,JAX,8,11,63,7.9,0,4.2,0
2008,285,11310,Brad Cottam,TE,KC,7,11,63,9.0,0,3.9,0
2008,287,4529,Nate Burleson,WR,SEA,5,9,60,12.0,1,60.0,0
2008,288,2630,Heath Evans,FB,NE,3,4,59,19.7,0,3.7,0
2008,288,10474,Craig Davis,WR,SD,4,7,59,14.8,0,14.8,0
2008,290,4592,Ovie Mughelli,FB,ATL,8,10,57,7.1,0,3.6,0
2008,290,5566,Tatum Bell,RB,DEN,10,15,57,5.7,0,8.1,0
2008,292,3666,John Owens,TE,DET,8,12,56,7.0,1,3.5,0
2008,293,3663,Najeh Davenport,RB,IND/PIT,4,4,54,13.5,0,27.0,0
2008,294,11369,Jerome Felton,FB,DET,9,9,53,5.9,0,4.1,0
2008,295,2401,Aaron Stecker,RB,NO,9,12,52,5.8,1,8.7,0
2008,295,4554,Justin Fargas,RB,OAK,10,15,52,5.2,0,3.7,0
2008,295,5586,Keary Colbert,WR,DET/SEA,7,18,52,7.4,1,7.4,0
2008,295,8665,Madison Hedgecock,FB,NYG,8,15,52,6.5,1,3.3,0
2008,295,10519,Laurent Robinson,WR,ATL,5,6,52,10.4,0,8.7,0
2008,295,10591,Kolby Smith,RB,KC,10,11,52,5.2,0,7.4,0
2008,301,9668,Derek Hagan,WR,MIA,3,6,51,17.0,0,12.8,0
2008,302,2402,Todd Yoder,TE,WSH,8,10,50,6.3,1,3.1,0
2008,303,10341,DeDe Dorsey,RB,CIN,2,2,49,24.5,0,12.3,0
2008,304,11914,Michael Bumpus,WR,SEA,5,8,48,9.6,1,12.0,0
2008,305,2145,Bubba Franks,TE,NYJ,6,12,47,7.8,0,5.9,0
2008,305,11247,Jonathan Stewart,RB,CAR,8,17,47,5.9,0,2.9,0
2008,305,11760,James Johnson,RB,CIN,6,7,47,7.8,0,11.8,0
2008,308,9776,Jeff Webb,WR,KC,5,13,46,9.2,0,9.2,0
2008,308,9999,Darcy Johnson,TE,NYG,4,6,46,11.5,2,2.9,0
2008,310,3776,Adrian Peterson,RB,CHI,6,10,45,7.5,0,3.0,0
2008,311,8420,Cadillac Williams,RB,TB,7,7,43,6.1,0,7.2,0
2008,311,9832,Quinton Ganther,RB,TEN,6,6,43,7.2,0,3.3,0
2008,311,10518,Yamon Figurs,WR,BAL,1,5,43,43.0,1,3.6,0
2008,311,11252,Joe Flacco,QB,BAL,1,1,43,43.0,0,2.7,0
2008,315,10534,Tony Hunt,RB,PHI,6,6,42,7.0,0,7.0,1
2008,315,10693,Ahmad Bradshaw,RB,NYG,5,6,42,8.4,1,2.8,0
2008,317,1889,Jerame Tuman,TE,ARI,3,3,41,13.7,0,13.7,0
2008,317,4302,Darnell Dinkins,TE,CLE,5,11,41,8.2,1,2.9,0
2008,317,5679,Michael Turner,RB,ATL,6,9,41,6.8,0,2.6,0
2008,320,2158,Anthony Becht,TE,STL,6,11,39,6.5,0,2.4,0
2008,321,2456,Brad Hoover,FB,CAR,6,11,39,6.5,0,2.4,0
2008,321,10866,Logan Payne,WR,SEA,3,4,39,13.0,0,19.5,1
2008,323,10634,Korey Hall,RB,GB,7,7,38,5.4,1,3.5,0
2008,324,10246,Naufahu Tahi,FB,MIN,16,21,37,2.3,0,2.3,1
2008,324,10660,Tyler Thigpen,QB,KC,1,1,37,37.0,1,2.6,0
2008,324,11754,BenJarvus Green-Ellis,RB,NE,3,6,37,12.3,0,4.1,0
2008,327,4575,Dan Klecko,FB,PHI,6,8,36,6.0,0,2.3,0
2008,327,8524,Brandon Jacobs,RB,NYG,6,12,36,6.0,0,2.8,0
2008,327,10617,Troy Smith,QB,BAL,1,2,36,36.0,0,6.0,0
2008,330,490,Lorenzo Neal,FB,BAL,7,15,35,5.0,0,2.2,0
2008,330,2633,Travis Minor,RB,STL,5,6,35,7.0,0,2.7,0
2008,330,4562,George Wrighster,TE,JAX,2,3,35,17.5,0,7.0,0
2008,333,4326,Darian Barnes,RB,BUF/DET/NO,2,3,34,17.0,0,11.3,1
2008,333,8663,Billy Bajema,TE,SF,2,4,34,17.0,0,2.1,0
2008,335,1432,Ahman Green,RB,HOU,11,15,32,2.9,0,4.0,0
2008,335,5731,Mark Jones,WR,CAR,2,3,32,16.0,0,2.0,0
2008,335,9357,Glenn Martinez,WR,DEN,3,4,32,10.7,0,16.0,0
2008,335,9434,Tony Curtis,TE,DAL,8,12,32,4.0,0,2.0,1
2008,339,10571,Chris Davis,WR,TEN,2,3,31,15.5,0,6.2,0
2008,340,8422,Troy Williamson,WR,JAX,5,13,30,6.0,1,3.8,0
2008,340,8670,Luke Lawton,FB,OAK,6,11,30,5.0,0,1.9,0
2008,340,10671,DeShawn Wynn,RB,GB,3,3,30,10.0,0,6.0,1
2008,340,10799,Brandon London,WR,MIA,3,6,30,10.0,0,2.1,0
2008,340,11654,Chad Simpson,RB,IND,3,4,30,10.0,0,2.7,0
2008,345,4972,Will Heller,TE,SEA,4,6,29,7.3,0,2.4,1
2008,345,11397,Owen Schmitt,FB,SEA,6,8,29,4.8,0,1.9,0
2008,347,2816,Aveion Cason,RB,DET,4,4,27,6.8,0,3.9,0
2008,347,5931,Carey Davis,FB,PIT,5,6,27,5.4,0,1.9,1
2008,347,11282,Fred Davis,TE,WSH,3,9,27,9.0,0,2.5,0
2008,350,5593,Ben Hartsock,TE,ATL,3,6,26,8.7,0,2.4,0
2008,350,9464,Jason Rader,TE,ATL,1,1,26,26.0,0,4.3,1
2008,350,9978,Glenn Holt,WR,CIN,3,11,26,8.7,1,1.7,0
2008,350,10600,David Clowney,WR,NYJ,1,2,26,26.0,0,13.0,0
2008,350,10806,Michael Matthews,TE,NYG,2,3,26,13.0,0,1.6,0
